1000,0,0
2000,0,1e-06
3000,0,0
4000,0,0
5000,0,0
6000,0,0
7000,0,0
8000,0,0
9000,0,1e-06
10000,0,1e-06
11000,0,1e-06
12000,0,1e-06
13000,0,0
14000,0,0
15000,0,1e-06
16000,0,0
17000,0,1e-06
18000,0,1e-06
19000,0,1e-06
20000,0,1e-06
21000,0,1e-06
22000,0.001,0
23000,0,1e-06
24000,0,0
25000,0,0
26000,0,1e-06
27000,0,1e-06
28000,0,1e-06
29000,0,1e-06
30000,0,1e-06
31000,0,1e-06
32000,0,1e-06
33000,0,1e-06
34000,0,1e-06
35000,0.001,0
36000,0,1e-06
37000,0,1e-06
38000,0,1e-06
39000,0,1e-06
40000,0,0
41000,0,1e-06
42000,0,1e-06
43000,0,1e-06
44000,0.001,1e-06
45000,0,1e-06
46000,0,0
47000,0,1e-06
48000,0,1e-06
49000,0,0
50000,0,1e-06
51000,0,1e-06
52000,0,1e-06
53000,0,1e-06
54000,0,1e-06
55000,0,1e-06
56000,0,1e-06
57000,0,1e-06
58000,0,1e-06
59000,0,1e-06
60000,0,1e-06
61000,0,1e-06
62000,0,1e-06
63000,0,1e-06
64000,0,2e-06
65000,0,1e-06
66000,0,1e-06
67000,0,1e-06
68000,0,1e-06
69000,0,1e-06
70000,0,1e-06
71000,0,1e-06
72000,0,1e-06
73000,0,1e-06
74000,0,1e-06
75000,0,1e-06
76000,0,0
77000,0,2e-06
78000,0,1e-06
79000,0,0
80000,0.001,1e-06
81000,0,1e-06
82000,0,1e-06
83000,0,2e-06
84000,0,1e-06
85000,0,1e-06
86000,0,0
87000,0,1e-06
88000,0,1e-06
89000,0,1e-06
90000,0,1e-06
91000,0,1e-06
92000,0,1e-06
93000,0,1e-06
94000,0.001,1e-06
95000,0,0
96000,0,1e-06
97000,0,1e-06
98000,0,1e-06
99000,0,1e-06
100000,0.001,1e-06
